,十碼章,醫院名稱,縣市別,行政區,郵遞區號,地址（里鄰）,地址,聯絡電話,座標緯度,座標經度,備註,行政區2
387,3507320375,真善美診所,高雄市,三民區,807,,高雄市三民區覺民路69號1~2樓,07-3945929,22.638765,120.34328000000001,,三民區
388,3507320526,鼎真診所,高雄市,三民區,807,,高雄市三民區金鼎路325號,07-3103130,22.664783,120.32016999999999,,三民區
389,3507320562,祐笙診所,高雄市,三民區,807,,高雄市三民區鼎中路396號,07-3105978,22.666794,120.319806,,三民區
390,3507320642,樂田耳鼻喉科診所,高雄市,三民區,807,,高雄市三民區熱河一街365號1樓,07-3115999,22.643607,120.305885,,三民區
391,3507320688,曾柏彰診所,高雄市,三民區,807,,高雄市三民區鼎力路339號1樓,07-3103216,22.669339,120.32453100000001,,三民區
392,3507320811,建心診所,高雄市,三民區,807,,高雄市三民區裕誠路108號,07-3593343,22.663992999999998,120.312845,,三民區
393,3507320955,國安診所,高雄市,三民區,807,,高雄市三民區建興路193號,07-3865379,22.643712,120.325846,,三民區
394,3507321023,陳志宇診所,高雄市,三民區,807,,高雄市三民區覺民路186號,07-3833282,22.639587,120.34024299999999,,三民區
395,3507321032,建銘診所,高雄市,三民區,807,,高雄市三民區十全一路405號1樓,07-3219879,22.645108999999998,120.304854,,三民區
396,3507321078,芯四季診所,高雄市,三民區,807,,高雄市三民區聯興路135號,07-3983000,22.658872,120.31396799999999,,三民區
397,3507321087,川惠診所,高雄市,三民區,807,,高雄市三民區文安南街78號1樓,07-7807811,22.6393304,120.3470447,,三民區
398,3507321130,建成診所,高雄市,三民區,807,,高雄市三民區文濱路20號,07-7809696,22.638832,120.34823100000001,,三民區
399,3507321149,好健康診所,高雄市,三民區,807,,高雄市三民區建工路396號,07-3839966,22.652675,120.329431,,三民區
400,3507321185,潘仕晉診所,高雄市,三民區,807,,高雄市三民區覺民路533號,07-3853515,22.6406647,120.3305486,,三民區
401,3507330031,光晴診所,高雄市,新興區,800,,高雄市新興區開封路31號1樓,07-2260591,22.628339,120.31136799999999,,新興區
402,3507330228,張正國診所,高雄市,新興區,800,,高雄市新興區忠孝一路19號,07-2161238,22.6223366,120.3070248,,新興區
403,3507330291,馬敘強診所,高雄市,新興區,800,,高雄市新興區林森一路37-1號一樓,07-2817220,22.6238277,120.30500409999999,,新興區
404,3507330362,七賢高美泌尿科診所,高雄市,新興區,800,,高雄市新興區七賢二路71號,07-2869096,22.634235,120.299443,,新興區
405,3507340199,大郭診所,高雄市,前金區,801,,高雄市前金區自強二路69號,07-2412233,22.624062,120.295686,,前金區
406,3507340313,捷醫診所,高雄市,前金區,801,,高雄市前金區七賢二路389號,07-2010378,22.6305542,120.2882577,,前金區
407,3507350024,立佳診所,高雄市,苓雅區,802,,高雄市苓雅區輔仁路149號,07-7710966,22.630232,120.332922,,苓雅區
408,3507350060,宇安診所,高雄市,苓雅區,802,,高雄市苓雅區四維二路94-18號,07-7511779,22.622714000000002,120.319622,,苓雅區
409,3507350097,邱康程內科診所,高雄市,苓雅區,802,,高雄市苓雅區建國一路336號,07-2231118,22.622866000000002,120.320054,,苓雅區
410,3507350275,信基骨外科診所,高雄市,苓雅區,802,,高雄市苓雅區林森二路11-3號,07-3383886,22.616532,120.30785800000001,,苓雅區
411,3507350382,示康診所,高雄市,苓雅區,802,,高雄市苓雅區三多二路93號,07-7151771,22.62036,120.32448500000001,,苓雅區
412,3507350462,英明診所,高雄市,苓雅區,802,,高雄市苓雅區英明路153號之1,07-7273688,22.616967499999998,120.32458059999999,,苓雅區
413,3507360039,大家診所,高雄市,前鎮區,806,,高雄巿前鎮區明正里草衙二路430號,07-8117772,22.579295000000002,120.32270600000001,,前鎮區
414,3507360066,祥全診所,高雄市,前鎮區,806,,高雄市前鎮區盛豐里一心二路86號,07-3340393,22.611534,120.31040700000001,,前鎮區
415,3507360182,佑鎮診所,高雄市,前鎮區,806,,高雄市前鎮區平等里樹人路128號,07-8121606,22.588885,120.319849,,前鎮區
416,3507360271,前鎮長青診所,高雄市,前鎮區,806,,高雄市前鎮區凱旋三路83號,07-7225270,22.60684,120.324767,,前鎮區
417,3507360397,大鈞診所,高雄市,前鎮區,806,,高雄巿前鎮區明正里草衙二路430號,07-8117772,22.579295000000002,120.32270600000001,,前鎮區
418,3507360413,南隆小兒科診所,高雄市,前鎮區,806,,高雄市前鎮區林森三路146號1樓,07-3385678,22.613495,120.308753,,前鎮區
419,3507360468,王祚祥診所,高雄市,前鎮區,806,,高雄巿前鎮區管仲南路368號,07-5361823,22.605059,120.31366200000001,,前鎮區
420,3507360477,久田診所,高雄市,前鎮區,806,,高雄市前鎮區瑞和街196-8號1樓,07-7212264,22.606048,120.327409,,前鎮區
421,3507360548,保泰長慶小兒科診所,高雄市,前鎮區,806,,高雄市前鎮區保泰路425號,07-7210089,22.604247,120.336076,,前鎮區
422,3507360557,鄰好西醫診所,高雄市,前鎮區,806,,高雄市前鎮區民權二路180號2樓,07-3350802,22.607129,120.311554,,前鎮區
423,3507360566,寶鈴診所,高雄市,前鎮區,806,,高雄市前鎮區一心一路17號,07-7279779,22.605330300000002,120.3237575,,前鎮區
424,3507370026,重康診所,高雄市,旗津區,805,,高雄市旗津區通山路31號,07-5719288,22.612837,120.268777,,旗津區
425,3507370035,晴美旗后診所,高雄市,旗津區,805,,高雄市旗津區旗津三路962巷2號,07-5710522,22.607534,120.270472,,旗津區
426,3507380040,朝陽耳鼻喉科診所,高雄市,小港區,812,,高雄市小港區平和路144.146號,07-8311228,22.569825,120.330132,,小港區
427,3507380068,長慶小兒科診所,高雄市,小港區,812,,高雄市小港區漢民路413號1樓,07-8068170,22.5670404,120.35774840000002,,小港區
428,3507380102,永益診所,高雄市,小港區,812,,高雄市小港區民益路62號,07-8010110,22.567797,120.3481131,,小港區
429,3507380111,孔鳳診所,高雄市,小港區,812,,高雄市小港區孔鳳路571號1樓,07-7910311,22.584076,120.358585,,小港區
430,3507380157,大佑診所,高雄市,小港區,812,,高雄市小港區平和路26-1號,07-8218162,22.563756,120.334521,,小港區
431,3507380175,大雄診所,高雄市,小港區,812,,高雄市小港區二苓路156號,07-8015808,22.565528,120.34989499999999,,小港區
432,3542010054,王楩楠內兒科診所,高雄市,鳳山區,830,,高雄市鳳山區光遠路82號,07-7460334,22.624072,120.36621000000001,,鳳山區
433,3542010287,國仁內科小兒科診所,高雄市,鳳山區,830,,高雄市鳳山區中山西路2-3號,07-7461855,22.626248,120.35546609999999,,鳳山區
434,3542010723,國民小兒科診所,高雄市,鳳山區,830,,高雄市鳳山區中正路37號,07-7427925,22.625298,120.359232,,鳳山區
435,3542011211,台安診所,高雄市,鳳山區,830,,高雄市鳳山區雙慈街26號,07-7410268,22.625003,120.35708000000001,,鳳山區
436,3542011293,楊寶麟小兒科診所,高雄市,鳳山區,830,,高雄市鳳山區南京路312號,07-7479092,22.615216,120.345731,,鳳山區
437,3542011328,鳳德診所,高雄市,鳳山區,830,,高雄市鳳山區南京路153-21號,07-7663893,22.609881,120.345281,,鳳山區
438,3542011382,凱旋診所,高雄市,鳳山區,830,,高雄市鳳山區凱旋路261號,07-7637639,22.6132931,120.3491145,,鳳山區
439,3542011471,林錦浩耳鼻喉科診所,高雄市,鳳山區,830,,高雄市鳳山區新興里光遠路260號,07-7419880,22.625619,120.362128,,鳳山區
440,3542011506,韓台基診所,高雄市,鳳山區,830,,高雄市鳳山區新富路333號,07-7662525,22.613159,120.34473999999999,,鳳山區
441,3542011551,文衡診所,高雄市,鳳山區,830,,高雄市鳳山區文衡路344號,07-7768185,22.640204,120.35502199999999,,鳳山區
442,3542011800,鳳山全民診所,高雄市,鳳山區,830,,高雄市鳳山區博愛路328號,07-7037038,22.630827,120.368622,,鳳山區
443,3542011846,李梓堯耳鼻喉科診所,高雄市,鳳山區,830,,高雄市鳳山區三民路192號,07-7101995,22.623873899999996,120.35977530000001,,鳳山區
444,3542011864,何鴻鈞診所,高雄市,鳳山區,830,,高雄市鳳山區林森路324號,07-7716819,22.596792,120.338004,,鳳山區
445,3542011935,唯均耳鼻喉科診所,高雄市,鳳山區,830,,高雄市鳳山區海洋二路139號,07-7638199,22.612792000000002,120.348344,,鳳山區
446,3542012076,黃大沅小兒科診所,高雄市,鳳山區,830,,高雄市鳳山區青年路二段468號,07-7109299,22.643967,120.35153970000002,,鳳山區
447,3542012307,澄明診所,高雄市,鳳山區,830,,高雄市鳳山區國富路28號,07-7633595,22.615551,120.34979399999999,,鳳山區
448,3542012334,陳俊宏小兒科診所,高雄市,鳳山區,830,,高雄市鳳山區五甲一路85號,07-7450066,22.620618399999998,120.35691670000001,,鳳山區
449,3542012352,李威德診所,高雄市,鳳山區,830,,高雄市鳳山區五甲三路48號1樓,07-8227676,22.592893,120.32731899999999,,鳳山區
450,3542012469,林誓揚診所,高雄市,鳳山區,830,,高雄市鳳山區經武路18號,07-7482228,22.626188,120.362202,,鳳山區
451,3542013519,明倫家醫科診所,高雄市,鳳山區,830,,高雄市鳳山區凱旋路365號,07-7631703,22.6156468,120.34605330000001,,鳳山區
452,3542013840,祐幼小兒科診所,高雄市,鳳山區,830,,高雄市鳳山區文衡路377號1樓,07-7769977,22.640532999999998,120.351404,,鳳山區
453,3542013859,嘉美診所,高雄市,鳳山區,830,,高雄市鳳山區中山路79號,07-7413668,22.621406,120.360134,,鳳山區
454,3542013886,黃榮隆診所,高雄市,鳳山區,830,,高雄市鳳山區文衡路460號,07-7767700,22.640772600000002,120.3516543,,鳳山區
455,3542013984,陳柏蒼耳鼻喉科診所,高雄市,鳳山區,830,,高雄市鳳山區文衡路四八○號,07-7775388,22.633333,120.35,,鳳山區
456,3542014016,吳外科骨科診所,高雄市,鳳山區,830,,高雄市鳳山區中山西路一○二之九號,07-7465265,22.6279957,120.3474989,,鳳山區
457,3542014098,陳重志聯合診所,高雄市,鳳山區,830,,高雄市鳳山區光復路一段139號,07-7427329,22.629114,120.350668,,鳳山區
458,3542014392,新華田內科診所,高雄市,鳳山區,830,,高雄市鳳山區曹公路16-4號,07-7999128,22.628929,120.35727800000001,,鳳山區
459,3542014463,佳醫診所,高雄市,鳳山區,830,,高雄市鳳山區五甲二路357號,07-7219191,22.598091600000004,120.3362191,,鳳山區
460,3542014525,元富診所,高雄市,鳳山區,830,,高雄市鳳山區新富路237號,07-7638666,22.612956,120.33883,,鳳山區
461,3542014623,長新診所,高雄市,鳳山區,830,,高雄市鳳山區大東一路137號,07-7192233,22.62163,120.361057,,鳳山區
462,3542014785,新石津診所,高雄市,鳳山區,830,,高雄市鳳山區自強二路112號 ,07-7682288,22.5959,120.327626,,鳳山區
463,3542014829,安安診所,高雄市,鳳山區,830,,高雄市鳳山區五甲三路111號1樓,07-7689615,22.591595,120.3260122,,鳳山區
464,3542014856,文華耳鼻喉科診所,高雄市,鳳山區,830,,高雄市鳳山區文化路117號1樓,07-7902555,22.634601,120.350893,,鳳山區
465,3542014927,葉耳鼻喉科診所,高雄市,鳳山區,830,,高雄市鳳山區青年路二段373號1樓 ,07-7778783,22.64172,120.35113999999999,,鳳山區
466,3542014954,林昭哲診所,高雄市,鳳山區,830,,高雄市鳳山區新富路282號1樓,07-7633399,22.612704,120.341678,,鳳山區
467,3542020069,翁仁茂診所,高雄市,岡山區,820,,高雄市岡山區公園西路三段123號,07-6260039,22.793282,120.284745,,岡山區
468,3542020130,黃耳鼻喉科診所,高雄市,岡山區,820,,高雄市岡山區岡山路347-1號,07-6230011,22.797674,120.29513200000001,,岡山區
469,3542020201,盧榮福內兒科診所,高雄市,岡山區,820,,高雄市岡山區仁壽路39號,07-6261515,22.792559,120.28965500000001,,岡山區
470,3542020309,劉志廷家庭醫學科診所,高雄市,岡山區,820,,高雄市岡山區維新路51號,07-6228617,22.793187,120.294463,,岡山區
471,3542020345,陳振忠內兒科診所,高雄市,岡山區,820,,高雄市岡山區壽天路37-2號,07-6213202,22.796433,120.293369,,岡山區
472,3542020363,翁明清婦產科診所,高雄市,岡山區,820,,高雄市岡山區前峰路73號,07-6262997,22.795735,120.286924,,岡山區
473,3542020434,王宏育診所,高雄市,岡山區,820,,高雄市岡山區岡山路260號,07-6228972,22.792539,120.296174,,岡山區
474,3542020461,得安診所,高雄市,岡山區,820,,高雄市岡山區前峰路41號,07-6258387,22.7951247,120.2856682,,岡山區
475,3542020498,鄧明壽診所,高雄市,岡山區,820,,高雄市岡山區壽華路36號,07-6233316,22.79778,120.293198,,岡山區
476,3542020532,蔣榮福診所,高雄市,岡山區,820,,高雄市岡山區中山南路452號,07-6228719,22.790453,120.29923799999999,,岡山區
477,3542020596,皇明診所,高雄市,岡山區,820,,高雄市岡山區公園西路三段86-1號,07-6263592,22.794396,120.28418500000001,,岡山區
478,3542020676,黃子育診所,高雄市,岡山區,820,,高雄市岡山區前峰路39號,07-6270101,22.794697,120.288569,,岡山區
479,3542020738,吳宗慶診所,高雄市,岡山區,820,,高雄市岡山區中山北路47號,07-6229868,22.793820999999998,120.29866499999999,,岡山區
480,3542021986,新博愛診所,高雄市,岡山區,820,,高雄市岡山區大德一路15號,07-6215799,22.79665,120.29732,,岡山區
481,3542022054,蘇俊明小兒科診所,高雄市,岡山區,820,,高雄市岡山區平和路200號 ,07-6223189,22.795460000000002,120.291948,,岡山區
482,3542022205,莊志明診所,高雄市,岡山區,820,,高雄市岡山區柳橋東路15-1號1樓,07-6298388,22.7909742,120.2944202,,岡山區
483,3542022214,楊禮瑜診所,高雄市,岡山區,820,,高雄市岡山區柳橋東路30號,07-6233598,22.7910534,120.2944283,,岡山區
484,3542022223,岡山內科診所,高雄市,岡山區,820,,高雄市岡山區岡山路148號,07-6213371,22.789480899999997,120.2965678,,岡山區
485,3542022250,陳國俊小兒科診所,高雄市,岡山區,820,,高雄市岡山區岡山路73號,07-6297200,22.7915943,120.2938866,,岡山區
486,3542022269,仁康診所,高雄市,岡山區,820,,高雄市岡山區介壽西路173號,07-6262988,22.7842283,120.2804496,,岡山區
487,3542022303,黃仲達診所,高雄市,岡山區,820,,高雄市岡山區柳橋東路9-2號1樓,07-6297898,22.790766,120.29488500000001,,岡山區
488,3542030556,仁厚診所,高雄市,旗山區,842,,高雄市旗山區延平一路137號,07-6613515,22.897643,120.483671,,旗山區
489,3542031615,鴻源診所,高雄市,旗山區,842,,高雄市旗山區延平一路200號,07-6628788,22.896044399999997,120.48325220000001,,旗山區
490,3542031704,信安小兒科診所,高雄市,旗山區,842,,高雄市旗山區延平一路228之8號,07-6627007,22.894996,120.483253,,旗山區
491,3542031722,芳民診所,高雄市,旗山區,842,,高雄市旗山區德昌路16號,07-6622355,22.883295,120.482794,,旗山區
492,3542031731,王致瑋小兒科診所,高雄市,旗山區,842,,高雄市旗山區新山里延平一路485號1樓,07-6629922,22.889367,120.483455,,旗山區
493,3542040123,吳文禮診診所,高雄市,美濃區,843,,高雄市美濃區中正路一段41號,07-6812072,22.900554999999997,120.541826,,美濃區
494,3542040187,李樹榮診所,高雄市,美濃區,843,,高雄市美濃區中正路一段17號,07-6812189,22.901529,120.54176799999999,,美濃區
495,3542050361,黃英豪診所,高雄市,林園區,832,,高雄市林園區林園北路188號,07-6412134,22.5075937,120.39489920000001,,林園區
496,3542051920,長泰診所,高雄市,林園區,832,,高雄市林園區王公路483號,07-6452776,22.5057128,120.38504280000001,,林園區
497,3542052034,建芳診所,高雄市,林園區,832,,高雄市林園區東林西路28號,07-6467666,22.503918,120.3949,,林園區
498,3542052043,川宏診所,高雄市,林園區,832,,高雄市林園區鳳林路一段83號1樓,07-6452520,22.503538,120.397904,,林園區
499,3542060125,太樹診所,高雄市,大寮區,831,,高雄市大寮區義和里九和路9號,07-6518042,22.643153,120.4190106,,大寮區
500,3542060714,親親家庭診所,高雄市,大寮區,831,,高雄市大寮區中庄里鳳屏一路538號,07-7013483,22.6389402,120.3989348,,大寮區
501,3542060901,郭其靈診所,高雄市,大寮區,831,,高雄市大寮區鳳林三路541.543號,07-7823335,22.607706399999998,120.39536609999999,,大寮區
502,3542061917,鳳信診所,高雄市,大寮區,831,,高雄市大寮區中庄里鳳屏一路574號,07-7036751,22.6390962,120.39973229999998,,大寮區
503,3542061944,張文豪診所,高雄市,大寮區,831,,高雄市大寮區山頂里內厝路201號,07-7816276,22.608157100000003,120.38995039999999,,大寮區
504,3542061953,張桐榮診所,高雄市,大寮區,831,,高雄市大寮區永芳村鳳林三路573號,07-7825382,22.608325,120.394732,,大寮區
505,3542062094,大統內兒科診所,高雄市,大寮區,831,,高雄市大寮區鳳林四路56號 ,07-7836127,22.615085,120.38790700000001,,鳳山區
506,3542062147,嘉德耳鼻喉科診所,高雄市,大寮區,831,,高雄市大寮區鳳屏一路441.442號,07-7022626,22.63898,120.401226,,
507,3542062156,圓明診所,高雄市,大寮區,831,,高雄市大寮區義仁里鳳林一路147號,07-6433298,22.541789,120.40420800000001,,大寮區
508,3542062290,杏安診所,高雄市,大寮區,831,,高雄市大寮區琉球里林厝路53號1樓,07-7810565,22.614667999999998,120.407983,,大寮區
509,3542062307,大承耳鼻喉科診所,高雄市,大寮區,831,,高雄市大寮區鳳屏一路464號1樓2樓,07-7013668,22.6360701,120.39213059999999,,大寮區
510,3542070167,愛仁診所,高雄市,大樹區,840,,高雄市大樹區久堂里久堂路147號,07-6524197,22.6579963,120.4163217,,大樹區
511,3542070210,丰聯診所,高雄市,大樹區,840,,高雄市大樹區建村街74號,07-6519312,22.656554999999997,120.41901999999999,,大樹區
512,3542071280,宏彰診所,高雄市,大樹區,840,,高雄市大樹區中正一路423號,07-6527531,22.695038,120.434127,,大樹區
513,3542080047,劉內兒科診所,高雄市,仁武區,814,,高雄市仁武區仁心路6號,07-3718727,22.6819062,120.3559864,,仁武區
514,3542080083,仁新診所,高雄市,仁武區,814,,高雄市仁武區仁心路56號,07-3719825,22.6822486,120.356698,,仁武區
515,3542080109,仁里診所,高雄市,仁武區,814,,高雄市仁武區仁樂街202號,07-3729603,22.703797199999997,120.3476746,,仁武區
516,3542080190,易生診所,高雄市,仁武區,814,,高雄市仁武區中華路306號,07-3746901,22.700664,120.35304070000001,,仁武區
517,3542081231,長恩診所,高雄市,仁武區,814,,高雄市仁武區仁忠路83號,07-3985975,22.677459,120.355942,,仁武區
518,3542081348,陽光診所,高雄市,仁武區,814,,高雄市仁武區中華路255號,07-3755500,22.700291,120.351551,,仁武區
519,3542081464,德應診所,高雄市,仁武區,814,,高雄市仁武區永和街209號,07-3728298,22.694954,120.332903,,仁武區
520,3542090150,富安診所,高雄市,大社區,815,,高雄市大社區金龍路138號,07-3528996,22.726886,120.353695,,大社區
521,3542090276,吉田診所,高雄市,大社區,815,,高雄市大社區中山路72號,07-3543381,22.73206,120.345238,,大社區
522,3542090329,王裕郎小兒科診所,高雄市,大社區,815,,高雄市大社區中山路317號1樓,07-3550619,22.731609,120.35037700000001,,大社區
523,3542100062,劉金龍診所,高雄市,鳥松區,833,,高雄市鳥松區學堂路78-5號,07-7313935,22.658364000000002,120.390332,,鳥松區
524,3542100124,藍偉宏診所,高雄市,鳥松區,833,,高雄市鳥松區仁美里學堂路105-1號,07-7338715,22.6584972,120.39158959999999,,鳥松區
525,3542101185,聯安診所,高雄市,鳥松區,833,,高雄市鳥松區鳥松里中正路343號,07-7335076,22.662262,120.363376,,鳥松區
526,3542110326,陳性良診所,高雄市,橋頭區,825,,高雄市橋頭區隆豐路220號,07-6127655,22.753718,120.307144,,橋頭區
527,3542111378,孫琮淵診所,高雄市,橋頭區,825,,高雄市橋頭區仕隆里成功南路79號1樓,07-6130567,22.753911,120.31186799999999,,橋頭區
528,3542111396,正心診所,高雄市,橋頭區,825,,高雄市橋頭區隆豐路170號1樓,07-6128080,22.754546100000002,120.3066993,,橋頭區
529,3542120126,簡萬杰診所,高雄市,燕巢區,824,,高雄市燕巢區中民路558號,07-6166674,22.793385,120.36308600000001,,燕巢區
530,3542121345,鳳安內科診所,高雄市,燕巢區,824,,高雄市燕巢區鳳旗路124-2號,07-6153827,22.75489,120.35540900000001,,燕巢區
531,3542141465,明成親子診所,高雄市,阿蓮區,822,, 高雄市阿蓮區民權路95號,07-6319789,22.882593399999998,120.32570690000001,,阿蓮區
532,3542151498,祐民診所,高雄市,路竹區,821,,高雄市路竹區文北里2鄰中和街180號,07-6072211,22.859560100000003,120.2571997,,路竹區
533,3542151514,佳恩小兒科診所,高雄市,路竹區,821,,高雄市路竹區大社路135號,07-6073355,22.864569,120.26323300000001,,路竹區
534,3542151532,馨美診所,高雄市,路竹區,821,,高雄市路竹區大社路157號,07-6074999,22.864929,120.26345800000001,,路竹區
535,3542151587,蘇玉良診所,高雄市,路竹區,821,,高雄市路竹區大同路326號,07-6968248,22.858511,120.266572,,路竹區
536,3542151596,蘇進添小兒科診所,高雄市,路竹區,821,,高雄市路竹區中興路236號,07-6971769,22.857528,120.262693,,路竹區
537,3542151676,仁澤診所,高雄市,路竹區,821,,高雄市路竹區竹西里國昌路331號,07-6076000,22.8494042,120.26281110000001,,路竹區
538,3542160184,永健診所,高雄市,湖內區,829,,高雄市湖內區中正路一段3０號,07-6997406,22.909629000000002,120.2260284,,湖內區
539,3542160264,方舟診所,高雄市,湖內區,829,,高雄市湖內區民權路158號,07-6935692,22.891082,120.24333999999999,,湖內區
540,3542161449,富田森林診所,高雄市,湖內區,829,,高雄市湖內區中正路一段57號1樓,07-6992189,22.9098031,120.22332150000001,,湖內區
541,3542170037,顏診所,高雄市,茄萣區,852,,高雄市茄萣區茄萣路一段151號,07-6901481,22.8913566,120.18479340000002,,茄萣區
542,3542170233,施明火診所 ,高雄市,茄萣區,852,,高雄市茄萣區茄萣路一段399號,07-6900953,22.8969913,120.1841077,,茄萣區
543,3542170251,忠信診所,高雄市,茄萣區,852,,高雄市茄萣區嘉賜里仁愛路三段218號 ,07-6901221,22.903287,120.183848,,茄萣區
544,3542171329,友安小兒科診所,高雄市,茄萣區,852,,高雄市茄萣區仁愛路二段80號,07-6906933,22.8960649,120.185157,,茄萣區
545,3542171338,吳南寬診所,高雄市,茄萣區,852,,高雄市茄萣區白砂路257號1樓,07-6921275,22.913516,120.18513200000001,,茄萣區
546,3542200272,蔡政達診所,高雄市,梓官區,826,,高雄市梓官區廣澤路20號,07-6173295,22.729521,120.254999,,梓官區
547,3542201466,梓安診所,高雄市,梓官區,826,,高雄市梓官區中正路71號,07-6177429,22.731857,120.25348600000001,,梓官區
548,3542211257,大嘉診所,高雄市,六龜區,844,,高雄市六龜區太平路114號,07-6895789,22.995201,120.63751599999999,,六龜區
549,3542241059,觀亭診所,高雄市,內門區,845,,高雄市內門區觀亭里中正路168號,07-6674882,22.956008999999998,120.470326,,內門區
550,4107320010,和平醫療社團法人進興診所,高雄市,三民區,807,,高雄市三民區九如一路171號,07-3869559,22.636955800000003,120.33930829999998,,三民區
551,3542060830,健聖診所,高雄市,大寮區,831,,高雄市大寮區中正路2號,07-7861303,22.617865,120.38596899999999,,大寮區
552,1442060014,慈惠醫院,高雄市,大寮區,831,,高雄市大寮區鳳屏一路459號,07-7030315,22.638106,120.39591000000001,,大寮區
553,1502061208,新華醫院,高雄市,新興區,800,,高雄市新興區七賢二路97號,07-2876080,22.633414000000002,120.297147,,前金區
554,1542110020,泰和醫院,高雄市,橋頭區,825,,高雄市橋頭區成功路101號,07-6111128,22.758864000000003,120.309698,,橋頭區
