十碼章,醫院名稱,縣市別,行政區,郵遞區號,地址（里鄰）,地址,聯絡電話,座標緯度,座標經度,備註
3542011328,鳳德診所,高雄市,鳳山區,830,,高雄市鳳山區南京路153-21號,07-7663893,22.609881,120.345281,null
3542011382,凱旋診所,高雄市,鳳山區,830,,高雄市鳳山區凱旋路261號,07-7637639,22.6132931,120.3491145,null
3542011471,林錦浩耳鼻喉科診所,高雄市,鳳山區,830,,高雄市鳳山區新興里光遠路260號,07-7419880,22.625619,120.362128,null
3542011506,韓台基診所,高雄市,鳳山區,830,,高雄市鳳山區新富路333號,07-7662525,22.613159,120.34474,null
3542011551,文衡診所,高雄市,鳳山區,830,,高雄市鳳山區文衡路344號,07-7768185,22.640204,120.355022,null
3542011800,鳳山全民診所,高雄市,鳳山區,830,,高雄市鳳山區博愛路328號,07-7037038,22.630827,120.368622,null
3542011846,李梓堯耳鼻喉科診所,高雄市,鳳山區,830,,高雄市鳳山區三民路192號,07-7101995,22.6238739,120.3597753,null
3542011864,何鴻鈞診所,高雄市,鳳山區,830,,高雄市鳳山區林森路324號,07-7716819,22.596792,120.338004,null
3542011935,唯均耳鼻喉科診所,高雄市,鳳山區,830,,高雄市鳳山區海洋二路139號,07-7638199,22.612792,120.348344,null
3542012076,黃大沅小兒科診所,高雄市,鳳山區,830,,高雄市鳳山區青年路二段468號,07-7109299,22.643967,120.3515397,null
3542012307,澄明診所,高雄市,鳳山區,830,,高雄市鳳山區國富路28號,07-7633595,22.615551,120.349794,null
3542012334,陳俊宏小兒科診所,高雄市,鳳山區,830,,高雄市鳳山區五甲一路85號,07-7450066,22.6206184,120.3569167,null
3542012352,李威德診所,高雄市,鳳山區,830,,高雄市鳳山區五甲三路48號1樓,07-8227676,22.592893,120.327319,null
3542012469,林誓揚診所,高雄市,鳳山區,830,,高雄市鳳山區經武路18號,07-7482228,22.626188,120.362202,null
3542013519,明倫家醫科診所,高雄市,鳳山區,830,,高雄市鳳山區凱旋路365號,07-7631703,22.6156468,120.3460533,null
3542013840,祐幼小兒科診所,高雄市,鳳山區,830,,高雄市鳳山區文衡路377號1樓,07-7769977,22.640533,120.351404,null
3542013859,嘉美診所,高雄市,鳳山區,830,,高雄市鳳山區中山路79號,07-7413668,22.621406,120.360134,null
3542013886,黃榮隆診所,高雄市,鳳山區,830,,高雄市鳳山區文衡路460號,07-7767700,22.6407726,120.3516543,null
3542013984,陳柏蒼耳鼻喉科診所,高雄市,鳳山區,830,,高雄市鳳山區文衡路四八○號,07-7775388,22.633333,120.35,null
3542014016,吳外科骨科診所,高雄市,鳳山區,830,,高雄市鳳山區中山西路一○二之九號,07-7465265,22.6279957,120.3474989,null
3542014098,陳重志聯合診所,高雄市,鳳山區,830,,高雄市鳳山區光復路一段139號,07-7427329,22.629114,120.350668,null
3542014392,新華田內科診所,高雄市,鳳山區,830,,高雄市鳳山區曹公路16-4號,07-7999128,22.628929,120.357278,null
3542014463,佳醫診所,高雄市,鳳山區,830,,高雄市鳳山區五甲二路357號,07-7219191,22.5980916,120.3362191,null
3542014525,元富診所,高雄市,鳳山區,830,,高雄市鳳山區新富路237號,07-7638666,22.612956,120.33883,null
3542014623,長新診所,高雄市,鳳山區,830,,高雄市鳳山區大東一路137號,07-7192233,22.62163,120.361057,null
3542014785,新石津診所,高雄市,鳳山區,830,,高雄市鳳山區自強二路112號 ,07-7682288,22.5959,120.327626,null
3542014829,安安診所,高雄市,鳳山區,830,,高雄市鳳山區五甲三路111號1樓,07-7689615,22.591595,120.3260122,null
3542014856,文華耳鼻喉科診所,高雄市,鳳山區,830,,高雄市鳳山區文化路117號1樓,07-7902555,22.634601,120.350893,null
3542014927,葉耳鼻喉科診所,高雄市,鳳山區,830,,高雄市鳳山區青年路二段373號1樓 ,07-7778783,22.64172,120.35114,null
3542014954,林昭哲診所,高雄市,鳳山區,830,,高雄市鳳山區新富路282號1樓,07-7633399,22.612704,120.341678,null
3542020069,翁仁茂診所,高雄市,岡山區,820,,高雄市岡山區公園西路三段123號,07-6260039,22.793282,120.284745,null
3542020130,黃耳鼻喉科診所,高雄市,岡山區,820,,高雄市岡山區岡山路347-1號,07-6230011,22.797674,120.295132,null
3542020201,盧榮福內兒科診所,高雄市,岡山區,820,,高雄市岡山區仁壽路39號,07-6261515,22.792559,120.289655,null
3542020309,劉志廷家庭醫學科診所,高雄市,岡山區,820,,高雄市岡山區維新路51號,07-6228617,22.793187,120.294463,null
3542020345,陳振忠內兒科診所,高雄市,岡山區,820,,高雄市岡山區壽天路37-2號,07-6213202,22.796433,120.293369,null
3542020363,翁明清婦產科診所,高雄市,岡山區,820,,高雄市岡山區前峰路73號,07-6262997,22.795735,120.286924,null
3542020434,王宏育診所,高雄市,岡山區,820,,高雄市岡山區岡山路260號,07-6228972,22.792539,120.296174,null
3542020461,得安診所,高雄市,岡山區,820,,高雄市岡山區前峰路41號,07-6258387,22.7951247,120.2856682,null
3542020498,鄧明壽診所,高雄市,岡山區,820,,高雄市岡山區壽華路36號,07-6233316,22.79778,120.293198,null
3542020532,蔣榮福診所,高雄市,岡山區,820,,高雄市岡山區中山南路452號,07-6228719,22.790453,120.299238,null
3542020596,皇明診所,高雄市,岡山區,820,,高雄市岡山區公園西路三段86-1號,07-6263592,22.794396,120.284185,null
3542020676,黃子育診所,高雄市,岡山區,820,,高雄市岡山區前峰路39號,07-6270101,22.794697,120.288569,null
3542020738,吳宗慶診所,高雄市,岡山區,820,,高雄市岡山區中山北路47號,07-6229868,22.793821,120.298665,null
3542021986,新博愛診所,高雄市,岡山區,820,,高雄市岡山區大德一路15號,07-6215799,22.79665,120.29732,null
3542022054,蘇俊明小兒科診所,高雄市,岡山區,820,,高雄市岡山區平和路200號 ,07-6223189,22.79546,120.291948,null
3542022205,莊志明診所,高雄市,岡山區,820,,高雄市岡山區柳橋東路15-1號1樓,07-6298388,22.7909742,120.2944202,null
3542022214,楊禮瑜診所,高雄市,岡山區,820,,高雄市岡山區柳橋東路30號,07-6233598,22.7910534,120.2944283,null
3542022223,岡山內科診所,高雄市,岡山區,820,,高雄市岡山區岡山路148號,07-6213371,22.7894809,120.2965678,null
3542022250,陳國俊小兒科診所,高雄市,岡山區,820,,高雄市岡山區岡山路73號,07-6297200,22.7915943,120.2938866,null
3542022269,仁康診所,高雄市,岡山區,820,,高雄市岡山區介壽西路173號,07-6262988,22.7842283,120.2804496,null
3542022303,黃仲達診所,高雄市,岡山區,820,,高雄市岡山區柳橋東路9-2號1樓,07-6297898,22.790766,120.294885,null
3542030556,仁厚診所,高雄市,旗山區,842,,高雄市旗山區延平一路137號,07-6613515,22.897643,120.483671,null
3542031615,鴻源診所,高雄市,旗山區,842,,高雄市旗山區延平一路200號,07-6628788,22.8960444,120.4832522,null
3542031704,信安小兒科診所,高雄市,旗山區,842,,高雄市旗山區延平一路228之8號,07-6627007,22.894996,120.483253,null
3542031722,芳民診所,高雄市,旗山區,842,,高雄市旗山區德昌路16號,07-6622355,22.883295,120.482794,null
3542031731,王致瑋小兒科診所,高雄市,旗山區,842,,高雄市旗山區新山里延平一路485號1樓,07-6629922,22.889367,120.483455,null
3542040123,吳文禮診診所,高雄市,美濃區,843,,高雄市美濃區中正路一段41號,07-6812072,22.900555,120.541826,null
3542040187,李樹榮診所,高雄市,美濃區,843,,高雄市美濃區中正路一段17號,07-6812189,22.901529,120.541768,null
3542050361,黃英豪診所,高雄市,林園區,832,,高雄市林園區林園北路188號,07-6412134,22.5075937,120.3948992,null
3542051920,長泰診所,高雄市,林園區,832,,高雄市林園區王公路483號,07-6452776,22.5057128,120.3850428,null
3542052034,建芳診所,高雄市,林園區,832,,高雄市林園區東林西路28號,07-6467666,22.503918,120.3949,null
3542052043,川宏診所,高雄市,林園區,832,,高雄市林園區鳳林路一段83號1樓,07-6452520,22.503538,120.397904,null
3542060125,太樹診所,高雄市,大寮區,831,,高雄市大寮區義和里九和路9號,07-6518042,22.643153,120.4190106,null
3542060714,親親家庭診所,高雄市,大寮區,831,,高雄市大寮區中庄里鳳屏一路538號,07-7013483,22.6389402,120.3989348,null
3542060901,郭其靈診所,高雄市,大寮區,831,,高雄市大寮區鳳林三路541.543號,07-7823335,22.6077064,120.3953661,null
3542061917,鳳信診所,高雄市,大寮區,831,,高雄市大寮區中庄里鳳屏一路574號,07-7036751,22.6390962,120.3997323,null
3542061944,張文豪診所,高雄市,大寮區,831,,高雄市大寮區山頂里內厝路201號,07-7816276,22.6081571,120.3899504,null
3542061953,張桐榮診所,高雄市,大寮區,831,,高雄市大寮區永芳村鳳林三路573號,07-7825382,22.608325,120.394732,null
3542062094,大統內兒科診所,高雄市,大寮區,831,,高雄市大寮區鳳林四路56號 ,07-7836127,22.615085,120.387907,null
3542062147,嘉德耳鼻喉科診所,高雄市,大寮區,831,,高雄市大寮區鳳屏一路441.442號,07-7022626,22.63898,120.401226,null
3542062156,圓明診所,高雄市,大寮區,831,,高雄市大寮區義仁里鳳林一路147號,07-6433298,22.541789,120.404208,null
3542062290,杏安診所,高雄市,大寮區,831,,高雄市大寮區琉球里林厝路53號1樓,07-7810565,22.614668,120.407983,null
3542062307,大承耳鼻喉科診所,高雄市,大寮區,831,,高雄市大寮區鳳屏一路464號1樓2樓,07-7013668,22.6360701,120.3921306,null
3542070167,愛仁診所,高雄市,大樹區,840,,高雄市大樹區久堂里久堂路147號,07-6524197,22.6579963,120.4163217,null
3542070210,丰聯診所,高雄市,大樹區,840,,高雄市大樹區建村街74號,07-6519312,22.656555,120.41902,null
3542071280,宏彰診所,高雄市,大樹區,840,,高雄市大樹區中正一路423號,07-6527531,22.695038,120.434127,null
3542080047,劉內兒科診所,高雄市,仁武區,814,,高雄市仁武區仁心路6號,07-3718727,22.6819062,120.3559864,null
3542080083,仁新診所,高雄市,仁武區,814,,高雄市仁武區仁心路56號,07-3719825,22.6822486,120.356698,null
3542080109,仁里診所,高雄市,仁武區,814,,高雄市仁武區仁樂街202號,07-3729603,22.7037972,120.3476746,null
3542080190,易生診所,高雄市,仁武區,814,,高雄市仁武區中華路306號,07-3746901,22.700664,120.3530407,null
3542081231,長恩診所,高雄市,仁武區,814,,高雄市仁武區仁忠路83號,07-3985975,22.677459,120.355942,null
3542081348,陽光診所,高雄市,仁武區,814,,高雄市仁武區中華路255號,07-3755500,22.700291,120.351551,null
3542081464,德應診所,高雄市,仁武區,814,,高雄市仁武區永和街209號,07-3728298,22.694954,120.332903,null
3542090150,富安診所,高雄市,大社區,815,,高雄市大社區金龍路138號,07-3528996,22.726886,120.353695,null
3542090276,吉田診所,高雄市,大社區,815,,高雄市大社區中山路72號,07-3543381,22.73206,120.345238,null
3542090329,王裕郎小兒科診所,高雄市,大社區,815,,高雄市大社區中山路317號1樓,07-3550619,22.731609,120.350377,null
3542100062,劉金龍診所,高雄市,鳥松區,833,,高雄市鳥松區學堂路78-5號,07-7313935,22.658364,120.390332,null
3542100124,藍偉宏診所,高雄市,鳥松區,833,,高雄市鳥松區仁美里學堂路105-1號,07-7338715,22.6584972,120.3915896,null
3542101185,聯安診所,高雄市,鳥松區,833,,高雄市鳥松區鳥松里中正路343號,07-7335076,22.662262,120.363376,null
3542110326,陳性良診所,高雄市,橋頭區,825,,高雄市橋頭區隆豐路220號,07-6127655,22.753718,120.307144,null
3542111378,孫琮淵診所,高雄市,橋頭區,825,,高雄市橋頭區仕隆里成功南路79號1樓,07-6130567,22.753911,120.311868,null
3542111396,正心診所,高雄市,橋頭區,825,,高雄市橋頭區隆豐路170號1樓,07-6128080,22.7545461,120.3066993,null
3542120126,簡萬杰診所,高雄市,燕巢區,824,,高雄市燕巢區中民路558號,07-6166674,22.793385,120.363086,null
3542121345,鳳安內科診所,高雄市,燕巢區,824,,高雄市燕巢區鳳旗路124-2號,07-6153827,22.75489,120.355409,null
3542141465,明成親子診所,高雄市,阿蓮區,822,, 高雄市阿蓮區民權路95號,07-6319789,22.8825934,120.3257069,null
3542151498,祐民診所,高雄市,路竹區,821,,高雄市路竹區文北里2鄰中和街180號,07-6072211,22.8595601,120.2571997,null
3542151514,佳恩小兒科診所,高雄市,路竹區,821,,高雄市路竹區大社路135號,07-6073355,22.864569,120.263233,null
3542151532,馨美診所,高雄市,路竹區,821,,高雄市路竹區大社路157號,07-6074999,22.864929,120.263458,null
3542151587,蘇玉良診所,高雄市,路竹區,821,,高雄市路竹區大同路326號,07-6968248,22.858511,120.266572,null
3542151596,蘇進添小兒科診所,高雄市,路竹區,821,,高雄市路竹區中興路236號,07-6971769,22.857528,120.262693,null
3542151676,仁澤診所,高雄市,路竹區,821,,高雄市路竹區竹西里國昌路331號,07-6076000,22.8494042,120.2628111,null
3542160184,永健診所,高雄市,湖內區,829,,高雄市湖內區中正路一段3０號,07-6997406,22.909629,120.2260284,null
3542160264,方舟診所,高雄市,湖內區,829,,高雄市湖內區民權路158號,07-6935692,22.891082,120.24334,null
3542161449,富田森林診所,高雄市,湖內區,829,,高雄市湖內區中正路一段57號1樓,07-6992189,22.9098031,120.2233215,null
3542170037,顏診所,高雄市,茄萣區,852,,高雄市茄萣區茄萣路一段151號,07-6901481,22.8913566,120.1847934,null
3542170233,施明火診所 ,高雄市,茄萣區,852,,高雄市茄萣區茄萣路一段399號,07-6900953,22.8969913,120.1841077,null
3542170251,忠信診所,高雄市,茄萣區,852,,高雄市茄萣區嘉賜里仁愛路三段218號 ,07-6901221,22.903287,120.183848,null
3542171329,友安小兒科診所,高雄市,茄萣區,852,,高雄市茄萣區仁愛路二段80號,07-6906933,22.8960649,120.185157,null
3542171338,吳南寬診所,高雄市,茄萣區,852,,高雄市茄萣區白砂路257號1樓,07-6921275,22.913516,120.185132,null
3542200272,蔡政達診所,高雄市,梓官區,826,,高雄市梓官區廣澤路20號,07-6173295,22.729521,120.254999,null
3542201466,梓安診所,高雄市,梓官區,826,,高雄市梓官區中正路71號,07-6177429,22.731857,120.253486,null
3542211257,大嘉診所,高雄市,六龜區,844,,高雄市六龜區太平路114號,07-6895789,22.995201,120.637516,null
3542241059,觀亭診所,高雄市,內門區,845,,高雄市內門區觀亭里中正路168號,07-6674882,22.956009,120.470326,null
4107320010,和平醫療社團法人進興診所,高雄市,三民區,807,,高雄市三民區九如一路171號,07-3869559,22.6369558,120.3393083,null
3542060830,健聖診所,高雄市,大寮區,831,,高雄市大寮區中正路2號,07-7861303,22.617865,120.385969,
1442060014,慈惠醫院,高雄市,大寮區,831,,高雄市大寮區鳳屏一路459號,07-7030315,22.638106,120.39591,
1502061208,新華醫院,高雄市,新興區,800,,高雄市新興區七賢二路97號,07-2876080,22.633414,120.297147,
1542110020,泰和醫院,高雄市,橋頭區,825,,高雄市橋頭區成功路101號,07-6111128,22.758864,120.309698,
